file,section,depth,startLine,endLine,score,clarity,actionability,evidence,voice,freshness,boundaryClarity,words,highFindings,mediumFindings,lowFindings,issueSummary
pages/blueprints/ai-agent-sandbox/operator-requirements.mdx,Firecracker mode,2,44,60,7.5,8.1,6.1,5.8,9,8.7,8.6,100,0,0,0,thin page; few executable examples
pages/blueprints/ai-agent-sandbox/operator-requirements.mdx,TEE mode,2,61,74,7.5,8.1,6,5.8,9,8.7,9,89,0,0,0,thin page; few executable examples
pages/blueprints/ai-agent-sandbox/operator-requirements.mdx,Local proof,2,75,94,7.9,8.1,7.1,6.5,9,8.7,9,62,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,Page Intro,0,1,5,6.7,8.6,6.1,5.8,9,8.7,6.8,22,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,AI Agent Sandbox Runtime and Harnesses,1,6,11,7.7,8.1,6.1,5.8,9,8.7,9,76,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,Runtime backends,2,12,25,7.6,8.1,6.3,5.8,9,8.7,8.6,118,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,Capability discovery,2,26,46,7.8,8.1,7.1,6.2,9,8.7,9,90,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,Sidecar image,2,47,64,8.4,8.1,9.7,6.7,9,8.7,8.6,47,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,AI credentials,2,65,82,7.6,8.1,6.4,5.8,9,8.7,9,122,0,0,0,thin page
pages/blueprints/ai-agent-sandbox/runtime-and-harnesses.mdx,Runtime health,2,83,95,7.5,8.1,6,5.8,9,8.7,9,86,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/dapp-and-indexer.mdx,Page Intro,0,1,5,7.5,8.6,5.6,5.8,9,8.7,8.6,19,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/dapp-and-indexer.mdx,AI Trading Dapp Integration,1,6,11,7.7,8.1,6.1,6.2,9,8.7,9,79,0,0,0,thin page
pages/blueprints/ai-trading/dapp-and-indexer.mdx,Metadata the dapp should use,2,12,23,6.9,8.1,7.3,6.2,9,8.7,6.8,56,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/ai-trading/dapp-and-indexer.mdx,Protocol state,2,24,36,7.6,8.1,6.5,5.8,9,8.7,8.6,89,0,0,0,thin page
pages/blueprints/ai-trading/dapp-and-indexer.mdx,Live operator reads,2,37,52,7.6,8.1,6.3,5.8,9,8.7,8.6,51,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/dapp-and-indexer.mdx,User-facing states,2,53,65,7.7,8.1,6.5,6.2,9,8.7,8.6,90,0,0,0,thin page
pages/blueprints/ai-trading/dapp-and-indexer.mdx,Iframe policy,2,66,79,7.6,8.1,6.5,5.8,9,8.7,9,65,0,0,0,thin page
pages/blueprints/ai-trading/index.mdx,Page Intro,0,1,5,7.6,8.6,6.1,5.8,9,8.7,8.6,12,0,0,0,thin page
pages/blueprints/ai-trading/index.mdx,AI Trading Blueprint,1,6,13,7.8,8.1,6.6,6.2,9,8.7,9,62,0,0,0,thin page
pages/blueprints/ai-trading/index.mdx,What happens when a user activates a bot,2,14,24,7.7,8.1,6.6,5.8,9,8.7,9,97,0,0,0,thin page
pages/blueprints/ai-trading/index.mdx,Modes,2,25,34,7.5,8.1,5.9,5.8,9,8.7,9,57,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/index.mdx,What the bot controls,2,35,46,7.5,8.1,6,5.8,9,8.7,8.6,88,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/index.mdx,Validation trust,2,47,56,7.6,8.1,5.9,6.2,9,8.7,9,69,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/index.mdx,What to read next,2,57,64,7.6,8.1,5.9,6.5,9,8.7,9,52,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/index.mdx,Sources used,2,65,68,7.7,8.6,6.1,6.2,9,8.7,9,30,0,0,0,thin page
pages/blueprints/ai-trading/operator-requirements.mdx,Page Intro,0,1,5,7.6,8.6,5.7,5.8,9,8.7,8.6,17,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/operator-requirements.mdx,AI Trading Operator Requirements,1,6,11,7.5,8.1,5.7,5.8,9,8.7,8.6,45,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/operator-requirements.mdx,Host requirements,2,12,25,7.5,8.1,6.1,5.8,9,8.7,8.6,79,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/operator-requirements.mdx,Operator binaries,2,26,35,7.8,8.1,7.3,5.8,9,8.7,9,63,0,0,0,thin page
pages/blueprints/ai-trading/operator-requirements.mdx,Required state,2,36,49,7.7,8.1,6.5,6.2,9,8.7,8.6,94,0,0,0,thin page
pages/blueprints/ai-trading/operator-requirements.mdx,Admission and capacity,2,50,60,7.5,8.1,6,5.8,9,8.7,8.6,74,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/operator-requirements.mdx,Paper mode and AI keys,2,61,66,6.5,8.1,6.1,5.8,9,8.7,6.8,118,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/ai-trading/operator-requirements.mdx,Public endpoint,2,67,79,7.8,8.1,7.4,6,9,8.7,8.6,42,0,0,0,thin page
pages/blueprints/ai-trading/operator-requirements.mdx,Registration proof,2,80,89,7.7,8.1,6.6,6.5,9,8.7,8.6,42,0,0,0,thin page
pages/blueprints/ai-trading/runtime-and-risk.mdx,Page Intro,0,1,5,7.5,8.6,5.6,5.8,9,8.7,8.6,19,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,AI Trading Runtime and Risk,1,6,11,7.5,8.1,5.6,5.8,9,8.7,8.6,48,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,Runtime backend,2,12,33,7.9,8.1,7.7,6,9,8.7,8.6,66,0,0,0,thin page
pages/blueprints/ai-trading/runtime-and-risk.mdx,Paper mode,2,34,44,7.6,8.1,6,6.2,9,8.7,8.6,86,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,Validation trust,2,45,54,7.5,8.1,5.9,5.8,9,8.7,8.6,86,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,Model keys,2,55,69,7.6,8.1,6,6.2,9,8.7,8.6,98,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,What the dapp must not imply,2,70,84,7.6,8.1,6.2,6.2,9,8.7,8.6,58,0,0,0,thin page; few executable examples
pages/blueprints/ai-trading/runtime-and-risk.mdx,Runtime evidence,2,85,97,7.7,8.1,6.3,6.2,9,8.7,9,50,0,0,0,thin page; few executable examples
pages/blueprints/dapp-integration.mdx,Page Intro,0,1,5,7.6,8.6,6.1,5.8,9,8.7,8.6,19,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Dapp Integration,1,6,11,7.7,8.1,6.5,5.8,9,8.7,9,56,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Routing rule,2,12,25,8,8.1,8.2,5.8,9,8.7,9,138,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Current app policy,2,26,35,7.5,8.1,5.9,5.8,9,8.7,8.6,84,0,0,0,thin page; few executable examples
pages/blueprints/dapp-integration.mdx,State the dapp should show,2,36,48,7.9,8.1,7.4,6.2,9,8.7,9,106,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Failure states worth showing,2,49,63,7.7,8.1,7,5.8,9,8.7,9,101,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Local release gates,2,64,93,8.5,8.1,10,6.7,9,8.7,8.6,102,0,0,0,thin page
pages/blueprints/dapp-integration.mdx,Implementation rules,2,94,103,7.5,8.1,5.9,5.8,9,8.7,9,87,0,0,0,thin page; few executable examples
pages/blueprints/index.mdx,Page Intro,0,1,5,7.5,8.6,5.6,5.8,9,8.7,8.6,14,0,0,0,thin page; few executable examples
pages/blueprints/index.mdx,Production Blueprints,1,6,11,7.7,8.1,6.1,5.8,9,8.7,9,57,0,0,0,thin page
pages/blueprints/index.mdx,Start here,2,12,26,7.7,8.1,6.5,6.2,9,8.7,8.6,172,0,0,0,thin page
pages/blueprints/index.mdx,First-party blueprint products,2,27,34,6.9,8.1,7.3,6.5,9,8.7,6.8,91,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/index.mdx,Which page should I read?,2,35,44,7.8,8.1,6.4,6.9,9,8.7,9,72,0,0,0,thin page
pages/blueprints/index.mdx,Source repos,2,45,54,6.8,8.1,6.8,6.2,9,8.7,6.8,56,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/operator-matrix.mdx,Page Intro,0,1,5,6.7,8.6,6.1,5.8,9,8.7,6.8,15,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/operator-matrix.mdx,Operator Matrix,1,6,11,7.5,8.1,5.7,5.8,9,8.7,8.6,59,0,0,0,thin page; few executable examples
pages/blueprints/operator-matrix.mdx,What each operator is responsible for,2,12,19,7.5,8.1,5.9,5.8,9,8.7,9,104,0,0,0,thin page; few executable examples
pages/blueprints/operator-matrix.mdx,Host shape,2,20,27,6.8,8.1,6.8,6.2,9,8.7,6.8,122,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/operator-matrix.mdx,Public ports,2,28,35,7.5,8.1,5.9,5.8,9,8.7,9,83,0,0,0,thin page; few executable examples
pages/blueprints/operator-matrix.mdx,AI and inference credentials,2,36,43,7.5,8.1,5.9,5.8,9,8.7,9,163,0,0,0,thin page; few executable examples
pages/blueprints/operator-matrix.mdx,Harnesses are not the product boundary,2,44,51,7.7,8.1,6.6,6.2,9,8.7,9,138,0,0,0,thin page
pages/blueprints/operator-matrix.mdx,Runtime isolation,2,52,59,6.5,8.1,5.9,5.8,9,8.7,6.8,101,0,0,0,protocol/hosted boundary needs sharper wording; thin page; few executable examples
pages/blueprints/operator-matrix.mdx,Proof boundary,2,60,67,6.7,8.1,6.3,6.2,9,8.7,6.8,88,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/operator-matrix.mdx,Operator preflight,2,68,82,7.9,8.1,7.7,6.2,9,8.7,8.6,116,0,0,0,thin page
pages/blueprints/protocol-model.mdx,Page Intro,0,1,5,7.6,8.6,6.1,5.8,9,8.7,8.6,17,0,0,0,thin page
pages/blueprints/protocol-model.mdx,Protocol Model,1,6,11,7.6,8.1,6.1,5.8,9,8.7,8.6,70,0,0,0,thin page
pages/blueprints/protocol-model.mdx,The lifecycle,2,12,23,7.7,8.1,7.1,5.8,9,8.7,8.6,119,0,0,0,thin page
pages/blueprints/protocol-model.mdx,Names that should not drift,2,24,37,8,8.1,8,6.2,9,8.7,9,108,0,0,0,thin page
pages/blueprints/protocol-model.mdx,Jobs are not reads,2,38,61,7.6,8.1,6.6,5.8,9,8.7,8.6,91,0,0,0,thin page; few executable examples
pages/blueprints/protocol-model.mdx,What protocol state can prove,2,62,76,7.8,8.1,6.9,6.2,9,8.7,9,134,0,0,0,thin page
pages/blueprints/protocol-model.mdx,Reader map,2,77,86,7.6,8.1,5.9,6.2,9,8.7,8.6,93,0,0,0,thin page; few executable examples
pages/blueprints/protocol-model.mdx,Common mistakes,2,87,96,8,8.1,7.8,6.2,9,8.7,9,87,0,0,0,thin page
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Page Intro,0,1,5,7.6,8.6,6.1,5.8,9,8.7,8.6,21,0,0,0,thin page
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Surplus Market Dapp Integration,1,6,13,7.7,8.1,6.1,6.2,9,8.7,9,97,0,0,0,thin page
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Current metadata,2,14,25,7.6,8.1,5.9,6.2,9,8.7,8.6,48,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Routing rule,2,26,35,7.6,8.1,6.3,5.8,9,8.7,8.6,48,0,0,0,thin page
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Protocol state,2,36,46,7.7,8.1,6.5,6.2,9,8.7,8.6,63,0,0,0,thin page
pages/blueprints/surplus-market/dapp-and-indexer.mdx,Product state that is not protocol state,2,47,62,7.6,8.1,6.4,5.8,9,8.7,8.6,75,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/dapp-and-indexer.mdx,User-facing states,2,63,75,7.5,8.1,6.1,5.8,9,8.7,8.6,88,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/index.mdx,Page Intro,0,1,5,7.6,8.6,6.1,5.8,9,8.7,8.6,14,0,0,0,thin page
pages/blueprints/surplus-market/index.mdx,Surplus Market Blueprint,1,6,13,7.6,8.1,5.7,6.2,9,8.7,9,77,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/index.mdx,What happens in the product,2,14,24,7.5,8.1,6.2,5.8,9,8.7,8.6,70,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/index.mdx,Operator shapes,2,25,33,7.6,8.1,6.3,5.8,9,8.7,8.6,62,0,0,0,thin page
pages/blueprints/surplus-market/index.mdx,Venue API,2,34,50,7.6,8.1,6.3,6.2,9,8.7,8.6,112,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/index.mdx,Jobs,2,51,65,6.6,8.1,6.5,5.8,9,8.7,6.8,67,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/blueprints/surplus-market/index.mdx,What to read next,2,66,73,7.6,8.1,5.9,6.5,9,8.7,8.6,50,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/index.mdx,Sources used,2,74,77,7.7,8.6,6.1,6.2,9,8.3,8.6,26,0,0,0,thin page
pages/blueprints/surplus-market/operator-requirements.mdx,Page Intro,0,1,5,7.5,8.6,5.6,5.8,9,8.7,8.6,17,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Surplus Market Operator Requirements,1,6,11,7.5,8.1,5.7,5.8,9,8.7,8.6,44,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Base host,2,12,24,7.5,8.1,6.1,5.8,9,8.7,8.6,85,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Inference backend,2,25,36,7.5,8.1,5.9,5.8,9,8.7,8.6,63,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Settlement keys and config,2,37,48,7.6,8.1,5.9,6.2,9,8.7,8.6,56,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Shared CLOB and attesters,2,49,61,7.5,8.1,6,5.8,9,8.7,8.6,60,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Privacy mode,2,62,73,7.6,8.1,5.9,6.2,9,8.7,8.6,65,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/operator-requirements.mdx,Operator preflight,2,74,93,8.2,8.1,8.8,6.7,9,8.7,8.6,44,0,0,0,thin page
pages/blueprints/surplus-market/settlement-and-inference.mdx,Page Intro,0,1,5,7.5,8.6,5.6,5.8,9,8.7,8.6,20,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,Surplus Market Settlement and Inference,1,6,11,7.5,8.1,5.6,5.8,9,8.7,8.6,44,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,Settlement model,2,12,31,7.8,8.1,6.7,6.2,9,8.7,9,73,0,0,0,thin page
pages/blueprints/surplus-market/settlement-and-inference.mdx,Attested and proven batches,2,32,40,7.5,8.1,5.8,6.2,9,8.7,8.6,60,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,Inference backend,2,41,52,7.5,8.1,5.9,5.8,9,8.7,8.6,61,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,Market-making loop,2,53,69,7.5,8.1,6.1,5.8,9,8.7,8.6,94,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,What is proven locally,2,70,81,7.6,8.1,5.9,6.2,9,8.7,8.6,57,0,0,0,thin page; few executable examples
pages/blueprints/surplus-market/settlement-and-inference.mdx,What is still a deployment decision,2,82,91,7.5,8.1,6,5.8,9,8.7,8.6,61,0,0,0,thin page; few executable examples
pages/developers/api/reference/BlueprintHookBase.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/BlueprintHookBase.mdx,BlueprintHookBase,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,BlueprintHookBase,3,10,15,7.8,8.6,5.6,7,9,8.7,8.6,12,0,0,0,thin page; few executable examples
pages/developers/api/reference/BlueprintHookBase.mdx,Functions,4,16,17,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/BlueprintHookBase.mdx,onBlueprintCreated,4,18,23,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onOperatorRegister,4,24,29,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onOperatorUnregister,4,30,35,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onServiceRequest,4,36,41,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onServiceApprove,4,42,47,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onServiceReject,4,48,53,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onServiceActivated,4,54,59,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onServiceTerminated,4,60,65,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,canJoin,4,66,71,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,canLeave,4,72,77,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onJobSubmitted,4,78,83,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onJobResult,4,84,89,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onJobCompleted,4,90,95,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onSlashProposed,4,96,101,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onSlashApplied,4,102,107,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,getDeveloperPaymentAddress,4,108,113,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,isPaymentTokenAllowed,4,114,119,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,getRequiredResultCount,4,120,125,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,requiresAggregation,4,126,131,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,getAggregationThreshold,4,132,137,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/BlueprintHookBase.mdx,onAggregatedResult,4,138,143,7.9,8.6,6.2,7.2,9,8.7,8.6,1,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,Page Intro,0,1,5,7.9,8.6,5.6,7.4,9,8.7,8.6,7,0,0,0,thin page; few executable examples
pages/developers/api/reference/IBlueprintHook.mdx,IBlueprintHook,1,6,9,8,8.6,5.9,7.4,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,IBlueprintHook,3,10,21,7.8,8.1,6,7,9,8.7,8.6,36,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,Functions,4,22,23,7.8,8.6,5.6,7,9,8.7,8.6,1,0,0,0,thin page; few executable examples
pages/developers/api/reference/IBlueprintHook.mdx,onBlueprintCreated,4,24,31,8,8.6,6.5,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onOperatorRegister,4,32,45,8,8.6,6.3,7.2,9,8.7,8.6,17,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onOperatorUnregister,4,46,53,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onServiceRequest,4,54,67,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onServiceApprove,4,68,75,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onServiceReject,4,76,83,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onServiceActivated,4,84,91,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onServiceTerminated,4,92,99,7.9,8.6,6.2,7.2,9,8.7,8.6,6,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,canJoin,4,100,107,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,canLeave,4,108,115,7.9,8.6,6.2,7.2,9,8.7,8.6,9,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onJobSubmitted,4,116,129,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onJobResult,4,130,143,8,8.6,6.3,7.2,9,8.7,8.6,19,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onJobCompleted,4,144,151,7.9,8.6,6.2,7.2,9,8.7,8.6,8,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onSlashProposed,4,152,165,8,8.6,6.3,7.2,9,8.7,8.6,18,0,0,0,thin page
pages/developers/api/reference/IBlueprintHook.mdx,onSlashApplied,4,166,173,7.9,8.6,6.2,7.2,9,8.7,8.6,7,0,0,0,thin page
